user_id,song_id,play_count,user_index,song_index
01544f0766a04549d44cb2a5c7b964841dd81710,SOSDIIE12A6D4F8DA7,25,840.0,7372.0
01544f0766a04549d44cb2a5c7b964841dd81710,SORIQID12AF72A1CA9,1,840.0,7146.0
01544f0766a04549d44cb2a5c7b964841dd81710,SOFGJCW12AF72A812D,1,840.0,402.0
01544f0766a04549d44cb2a5c7b964841dd81710,SOLHAAI12AB0183D5B,1,840.0,5273.0
01544f0766a04549d44cb2a5c7b964841dd81710,SOZBAEJ12A58A77C8F,6,840.0,9335.0
01544f0766a04549d44cb2a5c7b964841dd81710,SOBPPNQ12A8C143AF6,1,840.0,2224.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOIBNKE12AB0181BB6,1,640.0,4263.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOPLJDD12AAF3B2C27,1,640.0,6565.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOZJFHD12AB0181BE2,1,640.0,9425.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOMOMPR12AB018B3D4,1,640.0,5657.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOAVGOD12A6D4F7783,1,640.0,677.0
003608a4c45775654a0b182ee09cdc5067fa769d,SODJMFK12AAF3B2C79,1,640.0,2758.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOVCODE12A67ADBA03,1,640.0,8214.0
003608a4c45775654a0b182ee09cdc5067fa769d,SOBPOWU12AAF3B47A8,1,640.0,2222.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOHKJWA12A67AD8700,20,764.0,967.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOILFUU12AB017C75F,119,764.0,125.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOTVMLE12AB018168E,24,764.0,105.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOEBLWI12AB017F122,1,764.0,2976.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOSXLTC12AF72A7F54,1,764.0,4.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOBNLQK12A8C131F2E,49,764.0,2197.0
01cae816e7e21479ec470e1ffbc8e2c0e3f8064c,SOBONKR12A58A7A7E0,1,764.0,5.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SOVWBYM12A6D4F8A22,12,30.0,311.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SOTBQCY12A6D4F9E32,1,30.0,1454.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SOCJCVE12A8C13CDDB,1,30.0,742.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SOPBFHP12A8C131F30,4,30.0,523.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SONJVWU12AB01841AE,3,30.0,5930.0
006f3e24c7299184ac3608b0fc439146ca8cd174,SOFGIOB12A6701E32E,2,30.0,3330.0
