user_id,song_id,play_count,user_index,song_index
01b6721d750ada667eee05416275c4ffcce8fb08,SOJNLPB12A8C144E24,1,506.0,1057.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOEWPWC12A6310D911,1,506.0,3237.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOBQNJE12A6310E268,2,506.0,2238.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOJBZVF12AC3DF5728,4,506.0,446.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOGWRTW12A8C137876,1,506.0,943.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOJDPNR12A8C13C7AE,2,506.0,4611.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOZDIGV12A8C13A9DA,2,506.0,9363.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOSRKMU12A58A7D782,1,506.0,7551.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOIMYPA12AB018FB06,1,506.0,1010.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOWTORN12A8C142DA1,1,506.0,8657.0
01b6721d750ada667eee05416275c4ffcce8fb08,SOEQJBS12A8AE475A4,2,506.0,121.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOLQGKC12A8C14573A,4,612.0,5387.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOSJWLM12AB01850AF,4,612.0,7457.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOOSUSN12A6701CC3F,1,612.0,6339.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOKIKVW12A67ADC77E,1,612.0,4992.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOTWCDE12AB018909C,4,612.0,106.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOKLELE12AF72A7320,1,612.0,5021.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOTFFSE12A8C141DC5,1,612.0,7692.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOLVSWA12AF72A2C5F,7,612.0,475.0
01464e5516afd91cd260f05dc74d9a5c78ff1bad,SOSJMMC12A81C23722,5,612.0,7450.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SORUPKQ12A8C133063,1,276.0,7272.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOHXKKN12A8151DCDF,1,276.0,4216.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOEQREK12A58A78DB1,1,276.0,3168.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOSZESM12AB01810BF,1,276.0,1450.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SODMHWN12AB0189C66,1,276.0,2794.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOKODKD12AB0189FEC,1,276.0,5049.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOALVDS12A8C13A389,1,276.0,1875.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOPWVTH12AB01843CE,1,276.0,534.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOREFEK12AB017FE96,1,276.0,7103.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOEOXUK12AB0188423,1,276.0,3153.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOUFWFG12AC9072C7E,1,276.0,1499.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOBGLBX12A8C13AE8E,1,276.0,2128.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOTSKVY12AB0188422,1,276.0,7838.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOCBNYL12A8C13404D,1,276.0,218.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOYXCKH12A58A7997B,1,276.0,9290.0
00347bf5909cc60f78f7b8febd33c9900f61c33c,SOMHEVM12A58A80951,1,276.0,481.0
0154e461528353e76871382fccf3b2b7ebc0662e,SOLRBSH12AB018AE7B,1,290.0,471.0
0154e461528353e76871382fccf3b2b7ebc0662e,SOVRIPE12A6D4FEA19,1,290.0,201.0
