user_id,song_id,play_count,user_index,song_index
01bfad1ec3298a476f9148a86c7ed315b642a7df,SONBLCG12A8AE46347,2,20.0,5822.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOAWHIL12AB018697D,1,20.0,2008.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOLLDVS12AB0183835,2,20.0,1141.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOMWQAU12A8C134C87,1,20.0,5770.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOKGXCA12AB0185267,1,20.0,4973.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOVLWJL12AB01814D2,1,20.0,8308.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOIBGJL12A8C13A782,1,20.0,4260.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOLAUOW12A8C13A400,1,20.0,5208.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOUHSXQ12AB018696B,1,20.0,8001.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SONXLYZ12A8C136FE8,1,20.0,6067.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOVUEPD12A8C13F8D7,1,20.0,8390.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOJACCZ12A8C135FB4,16,20.0,4564.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOWDDRW12AF72A4AA7,5,20.0,8492.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOKRDMX12A58A80303,1,20.0,5084.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOJFKOY12AB018AB17,1,20.0,4632.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOPCWRO12AF729A8E5,2,20.0,6462.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOTORLC12A8AE47F70,5,20.0,7798.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SOULBNJ12AB01851E9,1,20.0,8044.0
01bfad1ec3298a476f9148a86c7ed315b642a7df,SONHWNY12AB01836D7,1,20.0,5909.0
