user_id,song_id,play_count
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUVIUP12A6D4F7682,1
022d1421144adf7ad26f9a49651c4403195ce9f9,SOCRDRV12A58A7B75C,1
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUQEGN12AB0181021,5
022d1421144adf7ad26f9a49651c4403195ce9f9,SOOZFAG12AB017D0FA,1
022d1421144adf7ad26f9a49651c4403195ce9f9,SOMDKBT12A8C134151,3
022d1421144adf7ad26f9a49651c4403195ce9f9,SOKKKZW12A6D4F7F88,2
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUNMRQ12A58A7B799,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOUVTSM12AC468F6A7,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOPAYPV12AB017DB0C,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOAXGDH12A8C13F8A1,2
000a05d1543724ff087cea15ede2fe4eb417ae8b,SODHXWX12A81C2085E,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOLFXKT12AB017E3E0,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOXPFLM12A8AE48C50,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SODJWHY12A8C142CCE,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOSUKLE12AF729B50D,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOPPROJ12AB0184E18,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOAOIVT12AB01858AA,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SOKMHKY12AF72AB079,1
000a05d1543724ff087cea15ede2fe4eb417ae8b,SONYKOW12AB01849C9,2
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOLZYWQ12A8C13F269,1
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOGMDAP12A6D4FAFE2,1
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOGZMQK12A58A7E542,1
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOQMFYW12A8AE48BD8,1
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOTCDXN12AB01876A1,2
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOVYNLY12AB017F9F1,1
0099091c1bf1e8c39275c94bc51d86f9f1aa8b1e,SOIPYDT12A6701F992,1
017b8ded28e18aff98cb63a234f860d367736dd1,SOEVJCY12A6D4F7711,6
017b8ded28e18aff98cb63a234f860d367736dd1,SOASTSF12A8C1420B5,8
017b8ded28e18aff98cb63a234f860d367736dd1,SOWEHOM12A6BD4E09E,1
017b8ded28e18aff98cb63a234f860d367736dd1,SOEGIYH12A6D4FC0E3,1
017b8ded28e18aff98cb63a234f860d367736dd1,SOGLRAT12A6D4FC502,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOCVTCQ12AB01848FC,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOGJQBU12A6D4FA8EC,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOEYPIP12A8C13AADF,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOISRSW12A6D4F83AF,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOUFDAK12A8C13BA93,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOUQWTG12A58A7F689,2
019fca88c3207586b905e6b281aa05a0c167fc08,SOYXCNB12A6D4F904F,8
019fca88c3207586b905e6b281aa05a0c167fc08,SOJVNVP12AB017F18B,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOEHYJQ12A6D4F8058,2
019fca88c3207586b905e6b281aa05a0c167fc08,SOLQOIZ12A8C142AE2,2
019fca88c3207586b905e6b281aa05a0c167fc08,SOLRESW12A58A7B5F9,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOSJBLD12AB017ECE1,1
019fca88c3207586b905e6b281aa05a0c167fc08,SORAGYH12AAA15FD76,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOCXDJM12AB0189E47,1
019fca88c3207586b905e6b281aa05a0c167fc08,SOHYAJD12A8AE47C36,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOUFWEW12AB0180EB7,3
01c390166a40a093a754c211a5a0a276fe846f4f,SOEMRNB12AB01885E7,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOWHYSP12A8C142A21,4
01c390166a40a093a754c211a5a0a276fe846f4f,SOUNJIO12AB0181339,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOXUTDW12A8C14437B,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOPUCYA12A8C13A694,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOXSKTZ12AB018172E,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOFDIFQ12A8C13D511,3
01c390166a40a093a754c211a5a0a276fe846f4f,SOPUDWU12A8AE4612A,8
01c390166a40a093a754c211a5a0a276fe846f4f,SOMHTUR12A6D4F8764,9
01c390166a40a093a754c211a5a0a276fe846f4f,SOYYJMW12A6D4F8636,1
01c390166a40a093a754c211a5a0a276fe846f4f,SOKZZGT12A67ADA4C3,1
00c3614870bd7034c2329374ae1da22f1705f96c,SOHUKGX12A8151BD63,1
00c3614870bd7034c2329374ae1da22f1705f96c,SOJOOUT12AC468D2B9,3
00c3614870bd7034c2329374ae1da22f1705f96c,SOMMTLO12B0B809457,1
00c3614870bd7034c2329374ae1da22f1705f96c,SOZPNDA12AF729E799,1
