user_id,song_id,play_count
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,SOFRQTD12A81C233C0,4
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,SOAXGDH12A8C13F8A1,3
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,SOLLHSO12A6D4F6EA7,1
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,SOVDSJC12A58A7A271,5
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,SOBONKR12A58A7A7E0,5
0042d2027dfa0340e31d2aa875c4be229730efb7,SOLPVAQ12AB017EB35,2
0042d2027dfa0340e31d2aa875c4be229730efb7,SOYCBGD12A6D4F77A0,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOOPNUR12A8C133B71,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOHXNTN12A67ADC93D,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOQMFYW12A8AE48BD8,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOVEMJL12A8C13B645,4
0042d2027dfa0340e31d2aa875c4be229730efb7,SOSJRXV12A8C136E1B,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOOGNOZ12AAF3B2936,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOOONKL12AB0187911,1
0042d2027dfa0340e31d2aa875c4be229730efb7,SOGEKGR12A6D4F81E8,1
00587ee69421cb6abc50898714c23583f1f4e230,SOPZBVQ12AF72A21E6,3
00587ee69421cb6abc50898714c23583f1f4e230,SODRJZO12AC4684FF6,3
00587ee69421cb6abc50898714c23583f1f4e230,SOZFYPG12A8C14490A,1
00587ee69421cb6abc50898714c23583f1f4e230,SOKLRPJ12A8C13C3FE,1
00587ee69421cb6abc50898714c23583f1f4e230,SOGNQMG12A8C133BBA,1
00587ee69421cb6abc50898714c23583f1f4e230,SOEKBXL12A6D4FC6FC,2
00587ee69421cb6abc50898714c23583f1f4e230,SOEITPB12A8C133BA8,1
00587ee69421cb6abc50898714c23583f1f4e230,SOSFAIN12A58A794C1,1
00587ee69421cb6abc50898714c23583f1f4e230,SOSHTRT12A8C13AC8E,1
00587ee69421cb6abc50898714c23583f1f4e230,SODEGIQ12A6D4FC6E3,3
00587ee69421cb6abc50898714c23583f1f4e230,SOENRRU12A6701BF1A,1
00587ee69421cb6abc50898714c23583f1f4e230,SONFIMU12A6701F304,6
00587ee69421cb6abc50898714c23583f1f4e230,SOEBYTE12A8C14389C,1
00587ee69421cb6abc50898714c23583f1f4e230,SONXRHI12A8C143D62,1
00587ee69421cb6abc50898714c23583f1f4e230,SORSHEE12AB0182D32,32
00587ee69421cb6abc50898714c23583f1f4e230,SOVHYVB12A3F1EC277,5
00587ee69421cb6abc50898714c23583f1f4e230,SORBFKG12A8C145804,4
00587ee69421cb6abc50898714c23583f1f4e230,SODGXZN12A6D4FB6E9,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOYJDRA12AB017F30D,9
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOGOSHO12AB0184D38,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOSASFL12A6D4F7B02,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOHEMBB12A6701E907,2
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SONOYIB12A81C1F88C,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SODTHOY12AC9071AE7,2
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOHTCVN12A8C134E46,4
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOAVPUM12A6D4F5B16,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOLGLUC12AB018A8FA,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOKOXWU12AF72AD1BC,3
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOSWWEU12AC9097E4C,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOPJULC12A6D4F667F,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOIYIMC12AC9097E45,2
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOUDBWL12A6D4F8155,3
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOLWAHM12AB018EBC8,2
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOWYFFH12AAF3B4C65,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOTNWCI12AAF3B2028,1
0011d5f4fb02ff276763d385c3f2ded2b00ad94a,SOFKFXC12AC90732A5,3
016ec728b1aaa73da066447563527a938283689d,SOLRGNF12AB0187CF4,1
016ec728b1aaa73da066447563527a938283689d,SOLRDEI12A8C13AAA2,3
016ec728b1aaa73da066447563527a938283689d,SOVQJRY12A81C210C0,3
016ec728b1aaa73da066447563527a938283689d,SOQGVCS12AF72A078D,4
016ec728b1aaa73da066447563527a938283689d,SOOBVAA12A58A7B6EB,2
016ec728b1aaa73da066447563527a938283689d,SOLGPOU12A58A7EA20,11
016ec728b1aaa73da066447563527a938283689d,SONNSYV12A8C146BEC,3
016ec728b1aaa73da066447563527a938283689d,SOTVLQY12A58A798C2,1
016ec728b1aaa73da066447563527a938283689d,SOXQYSC12A6310E908,2
016ec728b1aaa73da066447563527a938283689d,SOAMKOV12A81C21C44,1
016ec728b1aaa73da066447563527a938283689d,SOXFMAQ12A6D4F91E0,3
016ec728b1aaa73da066447563527a938283689d,SOCQARA12A67020953,1
016ec728b1aaa73da066447563527a938283689d,SONQEYS12AF72AABC9,1
016ec728b1aaa73da066447563527a938283689d,SOMTWGG12A8C133C7A,3
016ec728b1aaa73da066447563527a938283689d,SOEBWUP12A8C13D9E8,1
016ec728b1aaa73da066447563527a938283689d,SODDEKX12B0B80BC90,1
016ec728b1aaa73da066447563527a938283689d,SOLDVPD12AF729B92F,1
016ec728b1aaa73da066447563527a938283689d,SONYELH12AF72A2C15,1
016ec728b1aaa73da066447563527a938283689d,SONOZVC12A8C146161,2
016ec728b1aaa73da066447563527a938283689d,SOBQLCM12A6D4FAFCD,2
016ec728b1aaa73da066447563527a938283689d,SOHTZUF12A8C13582B,1
016ec728b1aaa73da066447563527a938283689d,SOJXYVV12A8C1373FD,1
016ec728b1aaa73da066447563527a938283689d,SOLIFTZ12AB017AFED,2
016ec728b1aaa73da066447563527a938283689d,SOBPKPW12A6701E8F9,5
016ec728b1aaa73da066447563527a938283689d,SOWGXOP12A6701E93A,3
016ec728b1aaa73da066447563527a938283689d,SOAFQMR12A6D4F755A,1
003998bc33cddeba02428a43391c6716e523c8f7,SOMVULT12A8C1390DE,1
003998bc33cddeba02428a43391c6716e523c8f7,SOKSZEI12A8AE46E1A,1
003998bc33cddeba02428a43391c6716e523c8f7,SOUNYMD12A8AE47D9C,1
003998bc33cddeba02428a43391c6716e523c8f7,SOHQWYZ12A6D4FA701,1
003998bc33cddeba02428a43391c6716e523c8f7,SOXZUAV12A6310F21A,8
003998bc33cddeba02428a43391c6716e523c8f7,SOKJHSU12A6D4FA7C4,1
003998bc33cddeba02428a43391c6716e523c8f7,SOYCQFR12A6D4F8EEA,1
003998bc33cddeba02428a43391c6716e523c8f7,SOYACQI12AAF3B416F,1
003998bc33cddeba02428a43391c6716e523c8f7,SOPUOBA12A6D4FA7D2,2
003998bc33cddeba02428a43391c6716e523c8f7,SOMPPAS12A8C13385B,2
003998bc33cddeba02428a43391c6716e523c8f7,SOTSXKF12A6701C3AF,1
003998bc33cddeba02428a43391c6716e523c8f7,SOLDRPQ12A8C1390F8,1
003998bc33cddeba02428a43391c6716e523c8f7,SOVFLDQ12A8C13E782,1
003998bc33cddeba02428a43391c6716e523c8f7,SOMGIYR12AB0187973,2
003998bc33cddeba02428a43391c6716e523c8f7,SOKDONL12A58A79E60,2
003998bc33cddeba02428a43391c6716e523c8f7,SORAJZG12AB018029A,1
003998bc33cddeba02428a43391c6716e523c8f7,SOWVYWK12A8C14141F,1
003998bc33cddeba02428a43391c6716e523c8f7,SOHFUNC12A6D4FA7CE,1
003998bc33cddeba02428a43391c6716e523c8f7,SOWSPUS12AC468BEE3,1
003998bc33cddeba02428a43391c6716e523c8f7,SONHGBY12A8C13E762,3
0077bf2fd8c5a855c314f5c89f86d06eec01b34b,SOCGWBZ12A8C14034C,1
