user_id,song_id,play_count,user_index,song_index
06b112f0ce35a35ede321bddfcd669cacb6549a7,SORWEEH12AF72A0B63,1,764.0,10083.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOZPAMO12A8C140C32,1,764.0,11134.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOAWEVM12A6D4F682C,2,764.0,20390.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOVBGUD12A6D4F9F49,12,764.0,17856.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOZVXWV12AAFF44229,2,764.0,3294.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOHJWJU12A670201EE,1,764.0,28455.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOWUOHF12A6701D195,1,764.0,7282.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOMRIZS12A6D4F7C41,1,764.0,4835.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOVBDQS12A8AE46107,2,764.0,44114.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOPGPTD12A6310E032,5,764.0,2043.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOMJQGV12A6D4F6830,2,764.0,34409.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOIYXAD12A6D4F807A,11,764.0,14106.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SORDMEB12A58A7E67C,2,764.0,988.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOPVSTT12AB018D476,2,764.0,16312.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOZEVSH12AF72AC266,11,764.0,48610.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOCMHSX12A58A7BF36,2,764.0,22440.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOYUKTG12A67021CD3,1,764.0,48167.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOGCQMK12A6D4F9102,2,764.0,4509.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOHUXJQ12AF729F8FE,5,764.0,1422.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOOKPFI12A6D4F8C97,1,764.0,15860.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOSIPUQ12A6D4F682B,2,764.0,41130.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SODDXKC12A6D4F682F,2,764.0,23278.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SORGQVL12A6D4F6831,2,764.0,39912.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOXOXQA12AF72ABF5B,11,764.0,18576.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOSDMBN12A6D4F6833,2,764.0,40905.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SOSPALJ12A8AE46111,2,764.0,41414.0
06b112f0ce35a35ede321bddfcd669cacb6549a7,SORFAUX12B0B8076DC,8,764.0,39851.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUVIUP12A6D4F7682,1,6990.0,5233.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOCRDRV12A58A7B75C,1,6990.0,3404.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUQEGN12AB0181021,5,6990.0,43652.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOOZFAG12AB017D0FA,1,6990.0,37318.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOMDKBT12A8C134151,3,6990.0,3751.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOKKKZW12A6D4F7F88,2,6990.0,189.0
022d1421144adf7ad26f9a49651c4403195ce9f9,SOUNMRQ12A58A7B799,1,6990.0,10461.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOFRQTD12A81C233C0,1,3455.0,0.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOAXGDH12A8C13F8A1,1,3455.0,3.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOXFPND12AB017C9D1,6,3455.0,32.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOUVTSM12AC468F6A7,1,3455.0,10.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOGFRDC12AB018056E,3,3455.0,8418.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SONYKOW12AB01849C9,3,3455.0,5.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOZQVRT12AB0180040,1,3455.0,49119.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOPSOHT12A67AE0235,3,3455.0,58.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOUNJIO12AB0181339,1,3455.0,44.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOWEHOM12A6BD4E09E,1,3455.0,45.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SODYJEM12A8AE474C8,6,3455.0,8086.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SOOWXAQ12AB0188996,1,3455.0,2037.0
0707e83fb7d3774ada08f392bbda04a30f919f71,SODJWHY12A8C142CCE,3,3455.0,7.0
