user_id,song_id,play_count,user_index,song_index
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SOBPFUQ12A6D4FCDD2,1,6664.0,11751.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SODBDBO12A6D4FCDAA,1,6664.0,7949.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SOZZTNF12A8C139916,2,6664.0,1552.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SOMCIUF12A6D4F8351,1,6664.0,6492.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SOMBNVR12AF72A736E,2,6664.0,763.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SORIWEH12A8C13D4A6,54,6664.0,6909.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SORNKQU12A6D4FCDC0,1,6664.0,10038.0
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058,SOHMFHE12AAF3B3E07,2,6664.0,490.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOTNWCI12AAF3B2028,1,6709.0,715.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOJGKMM12A6D4F98CD,1,6709.0,30720.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SONMWXV12AB01803B4,2,6709.0,2419.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOZKNSB12A8C140F11,1,6709.0,256.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOGPLBE12A58A80442,1,6709.0,27471.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOBWSGV12AB018B5E0,1,6709.0,169.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOWINIH12AB018CC51,1,6709.0,45525.0
10cbcd627472477dfbec90fb75017f8df6ce84ec,SOXHVRT12A81C2320D,1,6709.0,46536.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOOPUTL12A8C143381,1,213.0,15922.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOPOANU12A8AE48C9B,2,213.0,3867.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOUDEUC12A6D4F95A7,1,213.0,10407.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOEBOWM12AB017F279,1,213.0,91.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOEANYI12A8C1426C6,1,213.0,24378.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOIXDFM12A8C143021,1,213.0,4645.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOIBLKQ12AB0183E85,2,213.0,185.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOBADWO12A8C13D83A,1,213.0,20597.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOUEWZB12A6701F949,1,213.0,43181.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOIBJYI12AB01850DF,1,213.0,13814.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOWKRSR12A8C13CA37,1,213.0,1322.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOHNVHC12A6D4F95AB,1,213.0,491.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SONMBPQ12A6D4F95A3,2,213.0,768.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOCBKTK12AB018C4C3,1,213.0,21957.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOXGYRO12A58A7B4D4,4,213.0,46508.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOVMSAW12A6D4F95A4,1,213.0,3199.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SONNSYV12A8C146BEC,4,213.0,76.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOQJAZE12A6D4F95A8,1,213.0,9895.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOEOEJL12AB018352D,5,213.0,12675.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOBEVGM12A67ADBCA7,1,213.0,269.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOQRVLL12AB0184BD7,1,213.0,3085.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOJTEZD12AB0187773,1,213.0,31280.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOVMKNA12B35058484,4,213.0,44576.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SONSYDB12A8C13FA4A,1,213.0,35911.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOXJKXF12A67020F50,4,213.0,7325.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOUVGJL12AB017FC35,1,213.0,220.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOYZNYC12A8AE46BB8,1,213.0,19006.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOBXVPA12A6701D146,4,213.0,21760.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOOPVJI12AB0183957,1,213.0,1110.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOTNZHG12A6D4F8B82,1,213.0,17418.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SODDUUB12A58A7D052,1,213.0,23269.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOMVGYP12AF729E379,1,213.0,2992.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOPDIDL12A58A7ABF0,1,213.0,4961.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOOGDIF12AB018CDF0,4,213.0,36510.0
0b254c684efb08fd04933add2d1e4191d2a87bac,SOYTJBQ12A8C140032,1,213.0,48119.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOMWTWK12AB01860CD,2,988.0,616.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOBKRVG12A8C133269,1,988.0,1365.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOXFXDH12A8C13326E,1,988.0,801.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOAYETG12A67ADA751,1,988.0,375.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOUFNSM12A58A77715,1,988.0,1518.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOWIGII12A58A7A939,1,988.0,10722.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOOZFCC12A58A7D783,1,988.0,977.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOROKYZ12A8C134788,4,988.0,5089.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SONSZRP12AF72A7930,1,988.0,9543.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOBBABK12A8C13FFBC,5,988.0,7659.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOWZZMJ12A8C13FFB4,5,988.0,18423.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOROGIR12A8C137AA1,1,988.0,40232.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOSKFED12A8C1343AB,1,988.0,3958.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SORZHMB12A8C13D819,1,988.0,40722.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOLDMED12A8C1400E2,7,988.0,14824.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOWOZGK12AB01843AB,1,988.0,7264.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOXNXYQ12AB01852BF,1,988.0,7342.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOUONKG12A6D4F7302,8,988.0,7128.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOGTDJQ12A8C13324F,1,988.0,208.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOCQSZB12A58A7B71D,1,988.0,1866.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOZDPRP12A6D4F8B68,1,988.0,11083.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SORFVMQ12AB0184135,2,988.0,707.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOOAVGC12AB01821EC,1,988.0,1259.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOGUCOH12A6D4F6E5F,4,988.0,6058.0
05b9035fe02ebdf5535ae9ec07de1e935ffa43df,SOYCESE12AB0180CDD,1,988.0,47426.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SOPYFWU12A8AE451B2,1,8301.0,38375.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SOIHJML12A6D4F5944,1,8301.0,8705.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SOIMHXX12AB01885AF,1,8301.0,13953.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SOMRIBC12A8C1445BC,1,8301.0,2982.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SOWSYRS12AF72A46DF,1,8301.0,45969.0
0b68f366d3b355cfd607659fac1eaf679504fc83,SORNDWB12A6D4FB092,1,8301.0,40181.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOQCKGU12A67AD8703,1,8208.0,5013.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOWTMAL12AAF3B2ABF,1,8208.0,10779.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOGDXTM12AB01873B4,1,8208.0,8408.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOKPCJJ12AB017D677,1,8208.0,2926.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOLJWLP12AB0186514,1,8208.0,33260.0
096bf9613f87c98a8fec4f8d5ab0b9e8c9d0cb14,SOZXLPJ12A6701F7AB,2,8208.0,5489.0
0bc0faf3674077d7cf66fd3e2112d774811ba416,SOJSCKJ12A8C1455E5,2,9411.0,1964.0
0bc0faf3674077d7cf66fd3e2112d774811ba416,SOWEDLR12A8C13FBA4,1,9411.0,18178.0
0bc0faf3674077d7cf66fd3e2112d774811ba416,SOBGJTA12A6D4F8A06,1,9411.0,7680.0
0bc0faf3674077d7cf66fd3e2112d774811ba416,SOISNSU12AC468C0D8,1,9411.0,79.0
0bc0faf3674077d7cf66fd3e2112d774811ba416,SOTWCWF12AB0182018,1,9411.0,10368.0
0c7dfda650da200c263522ca177e374a323584a9,SOADOWZ12AB01887EF,1,1520.0,5499.0
0c7dfda650da200c263522ca177e374a323584a9,SOKQVRG12A6D4FA9F6,1,1520.0,32383.0
0c7dfda650da200c263522ca177e374a323584a9,SORWBIZ12A58A7C70A,1,1520.0,991.0
0c7dfda650da200c263522ca177e374a323584a9,SOIRLDI12A6D4FA5FA,1,1520.0,1949.0
0c7dfda650da200c263522ca177e374a323584a9,SOEVGLT12A6D4F7A4E,3,1520.0,1611.0
0c7dfda650da200c263522ca177e374a323584a9,SOHVMIL12A6D4F8963,2,1520.0,2324.0
0c7dfda650da200c263522ca177e374a323584a9,SONTGMP12AC4689ADE,2,1520.0,35932.0
0c7dfda650da200c263522ca177e374a323584a9,SOXHHAO12A8C139833,1,1520.0,1333.0
0c7dfda650da200c263522ca177e374a323584a9,SOJWBVQ12A6701D28A,2,1520.0,3665.0
0c7dfda650da200c263522ca177e374a323584a9,SONGIPI12A8AE46162,4,1520.0,155.0
0c7dfda650da200c263522ca177e374a323584a9,SOHFLQI12A8C13BACF,1,1520.0,28249.0
0c7dfda650da200c263522ca177e374a323584a9,SOCPDWJ12A6D4F74FA,8,1520.0,22570.0
0c7dfda650da200c263522ca177e374a323584a9,SOGACXN12AB0188245,2,1520.0,3512.0
0c7dfda650da200c263522ca177e374a323584a9,SOKBOTR12A67ADE318,2,1520.0,1670.0
0c7dfda650da200c263522ca177e374a323584a9,SOZFYPG12A8C14490A,3,1520.0,1176.0
0c7dfda650da200c263522ca177e374a323584a9,SOPUCPU12AB0183639,3,1520.0,4993.0
0c7dfda650da200c263522ca177e374a323584a9,SOKPPTX12A58A7CA1E,1,1520.0,3693.0
0c7dfda650da200c263522ca177e374a323584a9,SOGVJYT12A8C138D50,2,1520.0,6062.0
